food_id,food_name_ar,food_name_en,ingredients_ar,ingredients_en,description_ar,description_en,main_category_ar,main_category_en,calorie_category,rating_avg,image_url,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g,user_1_rating,user_2_rating,user_3_rating,user_4_rating,user_5_rating,user_6_rating,user_7_rating,user_8_rating,user_9_rating,user_10_rating,user_11_rating,user_12_rating,user_13_rating,user_14_rating,user_15_rating,user_16_rating,user_17_rating,user_18_rating,user_19_rating,user_20_rating
331,سمبوسك جبن,Cheese Sambusak,عجينة، جبن، زيت,"pastry, cheese, oil",سمبوسك مقلية بالجبن المذوب,Cheese-filled crispy sambusak,معجنات,Pastry,High,4.7,https://upload.wikimedia.org/wikipedia/commons/3/3c/Cheese_sambusak.jpg,291.0,15.7,9.8,28.3,1.0,,,,4.0,4.0,,,,,,,3.0,,4.0,,4.0,,,1.0
332,فسيخ,Feseekh,سمك بوري مملح ومخمر,salted fermented mullet,فسيخ تقليدي في شم النسيم,Traditional fermented fish for Sham El-Naseem,أسماك,Seafood,Medium,4.5,https://upload.wikimedia.org/wikipedia/commons/7/7d/Feseekh.jpg,116.0,2.6,22.0,1.7,3.0,,,5.0,,1.0,4.0,2.0,,,3.0,,1.0,,,,,1.0,,5.0
333,رنجة مدخنة,Smoked Herring,رنجة مدخنة، بصل، زيت، ليمون,"smoked herring, onion, oil, lemon",رنجة مدخنة مع البصل والزيت,Smoked herring with onion and oil,أسماك,Seafood,High,4.6,https://upload.wikimedia.org/wikipedia/commons/8/8f/Smoked_herring.jpg,116.0,2.6,22.0,1.7,4.0,,,3.0,2.0,,,,,,3.0,,,,,5.0,,3.0,,
334,سمك بولتي مشوي,Grilled Tilapia,بولتي، ليمون، ثوم، كمون، زيت,"tilapia, lemon, garlic, cumin, oil",بولتي مشوي على الفحم,Egyptian grilled tilapia,أسماك,Seafood,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/9/9c/Grilled_tilapia.jpg,124.0,2.7,23.0,0.0,5.0,,,,,,,,,,,,4.0,5.0,,,,,,5.0
335,جمبري مقلي,Fried Shrimp,جمبري، دقيق، بيض، بقسماط,"shrimp, flour, egg, breadcrumbs",جمبري مقلي مقرمش,Crispy fried shrimp,أسماك,Seafood,High,4.8,https://upload.wikimedia.org/wikipedia/commons/1/1d/Fried_shrimp.jpg,228.0,14.2,16.8,9.7,,3.0,4.0,3.0,1.0,,,2.0,,,,5.0,,,,5.0,,,,5.0
336,كباب حلة,Kabab Halla,لحم مكعبات، بصل، طماطم، سمن,"beef cubes, onion, tomato, ghee",كباب مصري مطبوخ في الحلة,Egyptian beef stew,لحوم,Meat,High,4.7,https://upload.wikimedia.org/wikipedia/commons/9/9b/Kabab_halla.jpg,258.0,16.5,25.6,0.0,2.0,4.0,,,1.0,,1.0,1.0,,,,5.0,3.0,3.0,,,,,,
337,مقلوبة,Maqluba,دجاج، أرز، باذنجان، زهرة، بهارات,"chicken, rice, eggplant, cauliflower, spices",أكلة فلسطينية مقلوبة شهيرة,Palestinian upside-down rice dish,دواجن,Poultry,Medium,4.8,https://upload.wikimedia.org/wikipedia/commons/5/5a/Maqluba.jpg,210.0,7.0,14.0,26.0,2.0,,5.0,3.0,,,,,,,1.0,,,2.0,,,,4.0,,4.0
338,منسف,Mansaf,لحم غنم، لبن جاف، أرز، خبز شراك,"lamb, jameed, rice, shrak bread",الأكلة الأردنية الرسمية باللبن الجاف,Jordanian national dish with yogurt sauce,لحوم,Meat,High,4.9,https://upload.wikimedia.org/wikipedia/commons/7/7e/Mansaf.jpg,290.0,16.0,22.0,14.0,1.0,,,5.0,2.0,,,,1.0,3.0,,,1.0,1.0,,,,,,2.0
339,شكشوكة,Shakshuka,بيض، طماطم، بصل، فلفل، توابل,"eggs, tomato, onion, pepper, spices",بيض مطبوخ في صلصة الطماطم,Poached eggs in spicy tomato sauce,نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/5/5a/Shakshuka.jpg,95.0,5.8,6.2,6.5,1.0,,,1.0,5.0,,,2.0,,,,,,,,,,,,1.0
340,كبة مشوية,Grilled Kibbeh,برغل، لحم مفروم، بصل، بهارات,"bulgur, minced meat, onion, spices",كبة شامية مشوية على الفحم,Grilled Levantine kibbeh,لحوم,Meat,High,4.8,https://upload.wikimedia.org/wikipedia/commons/3/3f/Grilled_kibbeh.jpg,198.0,9.3,26.4,0.8,3.0,,,,,3.0,,5.0,3.0,,,,1.0,,,4.0,1.0,,5.0,
341,لبنة بالزعتر,Labneh with Zaatar,لبنة، زعتر، زيت زيتون,"strained yogurt, zaatar, olive oil",لبنة كريمية مع الزعتر,Strained yogurt with zaatar,نباتي,Vegetarian,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/9/9e/Labneh_with_zaatar.jpg,180.0,12.0,8.0,9.0,,,1.0,2.0,,,1.0,2.0,2.0,,1.0,,4.0,,,,,,4.0,1.0
342,متبل,Mutabbal,باذنجان مشوي، طحينة، ثوم، ليمون,"roasted eggplant, tahini, garlic, lemon",معجون باذنجان مشوي,Smoky eggplant dip,نباتي,Vegetarian,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/7/7f/Mutabbal.jpg,178.0,14.3,6.8,9.7,1.0,,,,,,2.0,,,,,4.0,3.0,,,,,3.0,,
343,عرقسوس,Licorice Drink,عرقسوس، سكر، ماء,"licorice root, sugar, water",مشروب رمضاني منعش,Traditional Ramadan licorice drink,مشروبات,Beverages,Medium,4.6,https://upload.wikimedia.org/wikipedia/commons/9/9d/Irq_sus.jpg,38.0,0.0,0.2,9.4,3.0,,3.0,4.0,4.0,,,,4.0,,,,5.0,,,,,,,
344,قهوة عربي,Arabic Coffee,قهوة، هيل، ماء,"coffee, cardamom, water",قهوة عربية خفيفة بالهيل,Light Arabic coffee with cardamom,مشروبات,Beverages,Low,4.9,https://upload.wikimedia.org/wikipedia/commons/5/5a/Arabic_coffee.jpg,49.0,0.1,0.4,12.1,,3.0,3.0,,,,4.0,,1.0,,,,5.0,,2.0,,3.0,,,
345,دوناتس,Donuts,عجينة، سكر بودرة، شوكولاتة,"dough, powdered sugar, chocolate",دوناتس مقلية ومغطاة,Glazed fried donuts,حلويات,Dessert,High,4.8,https://upload.wikimedia.org/wikipedia/commons/1/1f/Chocolate_donuts.jpg,380.0,18.0,5.5,50.0,,,,,3.0,2.0,,,,,,,4.0,3.0,,,5.0,,2.0,3.0
346,كريب نوتيلا,Nutella Crepe,عجينة كريب، نوتيلا، موز,"crepe batter, Nutella, banana",كريب حلو محشو نوتيلا وموز,Sweet crepe with Nutella and banana,حلويات,Dessert,High,4.9,https://upload.wikimedia.org/wikipedia/commons/1/1e/Nutella_crepe.jpg,281.0,11.4,4.2,43.1,,,,,1.0,,5.0,3.0,,,4.0,,1.0,,,,1.0,,,5.0
347,كوكيز,Chocolate Chip Cookies,دقيق، زبدة، شوكولاتة شيبس,"flour, butter, chocolate chips",كوكيز أمريكي بالشوكولاتة,Classic chocolate chip cookies,حلويات,Dessert,High,4.9,https://upload.wikimedia.org/wikipedia/commons/5/5e/Chocolate_chip_cookies.jpg,502.0,24.0,5.9,64.5,,,,,,1.0,,,3.0,,2.0,,,,1.0,,3.0,5.0,,4.0
348,آيس كريم فانيليا,Vanilla Ice Cream,لبن، قشطة، سكر، فانيليا,"milk, cream, sugar, vanilla",آيس كريم فانيليا كريمي,Creamy vanilla ice cream,حلويات,Dessert,High,4.9,https://upload.wikimedia.org/wikipedia/commons/5/5d/Vanilla_ice_cream.jpg,207.0,11.0,3.5,23.6,,1.0,3.0,,5.0,4.0,1.0,,1.0,1.0,,,2.0,4.0,,2.0,,2.0,,
349,كبدة بالردة,Pan-fried Liver with Bran,كبدة، ردة، ثوم، كمون,"liver, bran, garlic, cumin",كبدة مقلية بالردة الصعيدية,Upper Egyptian liver with bran,لحوم,Meat,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/2/2e/Kebda_bel_radda.jpg,180.0,9.0,22.0,3.0,1.0,,,,,,5.0,5.0,,1.0,,,4.0,,,3.0,,2.0,,
350,فراخ مشوية,Grilled Chicken,دجاج كامل، بهارات، ليمون، زيت,"whole chicken, spices, lemon, oil",فراخ مشوية كاملة على الفحم,Whole grilled chicken,دواجن,Poultry,Medium,4.8,https://upload.wikimedia.org/wikipedia/commons/9/9f/Grilled_chicken.jpg,165.0,3.6,31.0,0.0,1.0,,,,,,,5.0,,4.0,,,,,,,,,,
351,كريسبي فرايد تشيكن,Crispy Fried Chicken,دجاج، توابل، بقسماط، زيت,"chicken, spices, breadcrumbs, oil",دجاج مقلي مقرمش جدًا,Extra crispy fried chicken,دواجن,Poultry,High,4.8,https://upload.wikimedia.org/wikipedia/commons/8/87/Crispy_fried_chicken.jpg,246.0,12.1,30.6,2.8,,,,,2.0,2.0,1.0,,,4.0,,2.0,1.0,,,,,1.0,,1.0
352,بطاطس ويدجز,Potato Wedges,بطاطس، زيت، بهارات,"potatoes, oil, spices",بطاطس ويدجز مقرمشة ومتبلة,Crispy seasoned potato wedges,نباتي,Vegetarian,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/7/7f/Potato_wedges.jpg,165.0,6.5,3.0,24.0,2.0,,,4.0,4.0,4.0,3.0,2.0,,,1.0,,,,2.0,,,,,
353,موساكا,Moussaka,باذنجان، لحم مفروم، بشاميل,"eggplant, minced meat, béchamel",موساكا بالبشاميل على الطريقة اليونانية,Greek-style moussaka with béchamel,لحوم,Meat,High,4.8,https://upload.wikimedia.org/wikipedia/commons/5/5f/Greek_moussaka.jpg,250.0,15.0,26.0,0.0,5.0,,,3.0,5.0,,1.0,3.0,,4.0,,,1.0,,,,,5.0,5.0,
354,كبدة مشوية,Grilled Liver,كبدة، بصل، كمون، ليمون,"liver, onion, cumin, lemon",كبدة مشوية على الفحم,Grilled liver skewers,لحوم,Meat,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/7/7e/Grilled_liver.jpg,150.0,5.0,25.0,2.5,1.0,,,,3.0,,,5.0,,,,,2.0,2.0,,,,,,
356,سجق بلدي,Egyptian Sausage,سجق، بصل، طماطم، فلفل,"sausage, onion, tomato, pepper",سجق بلدي مشوي مع الخضار,Egyptian grilled sausage,لحوم,Meat,High,4.7,https://upload.wikimedia.org/wikipedia/commons/3/3f/Egyptian_sausage.jpg,301.0,25.6,17.9,1.8,,,,1.0,,,,,,,,,2.0,,,3.0,,,,4.0
359,مانجو باللبن,Mango MilkSmoothie,مانجو، لبن، سكر، ثلج,"mango, milk, sugar, ice",ميلك شيك مانجو كريمي,Creamy mango milkshake,مشروبات,Beverages,High,4.9,https://upload.wikimedia.org/wikipedia/commons/1/1b/Mango_milkshake.jpg,60.0,0.2,0.4,14.8,,,,,2.0,,,,,4.0,,,,3.0,5.0,2.0,,,2.0,
360,شاي كرك,Karak Tea,شاي، حليب مكثف، هيل، زنجبيل,"tea, condensed milk, cardamom, ginger",شاي كرك خليجي قوي,Strong Gulf-style karak tea,مشروبات,Beverages,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/2/2f/Karak_tea.jpg,80.0,2.5,2.5,12.0,3.0,,,,2.0,,,,,,5.0,,,,,,,,,
361,نسكافيه,Nescafe,نسكافيه، حليب، سكر,"instant coffee, milk, sugar",نسكافيه بالحليب الساخن,Hot Nescafe with milk,مشروبات,Beverages,Low,4.6,https://upload.wikimedia.org/wikipedia/commons/8/8e/Nescafe.jpg,55.0,1.5,1.5,9.0,5.0,,5.0,3.0,,2.0,,,1.0,,,2.0,1.0,,,,,,,5.0
362,كرواسون بالشوكولاتة,Chocolate Croissant,عجينة كرواسون، شوكولاتة,"croissant dough, chocolate",كرواسون فرنسي بالشوكولاتة,Chocolate-filled croissant,معجنات,Pastry,High,4.8,https://upload.wikimedia.org/wikipedia/commons/7/7c/Chocolate_croissant.jpg,312.0,16.4,7.8,36.2,2.0,,,,5.0,,,,1.0,,,1.0,,4.0,,4.0,2.0,3.0,1.0,1.0
363,فطيرة تفاح,Apple Pie,عجينة، تفاح، قرفة، سكر,"pastry, apple, cinnamon, sugar",فطيرة التفاح الأمريكية,Classic American apple pie,حلويات,Dessert,High,4.8,https://upload.wikimedia.org/wikipedia/commons/5/5f/Apple_pie.jpg,368.0,19.8,7.2,42.1,,,,,,,,1.0,1.0,,1.0,,2.0,1.0,,,5.0,,1.0,
364,كريب جبن ودجاج,Chicken Cheese Crepe,عجينة كريب، دجاج، جبن موتزاريلا,"crepe, chicken, mozzarella",كريب مالح بدجاج وجبن,Savory chicken and cheese crepe,دواجن,Poultry,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/1/1f/Chicken_cheese_crepe.jpg,225.0,9.5,15.0,22.0,5.0,4.0,,,5.0,,,,,2.0,,,,,4.0,,,2.0,,
365,كبدة بالبصل والفلفل,Liver with Onion & Pepper,كبدة، بصل، فلفل ملون، بهارات,"liver, onion, bell pepper, spices",كبدة مشوحة مع الفلفل الملون,Sautéed liver with colorful peppers,لحوم,Meat,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/3/3a/Liver_with_peppers.jpg,165.0,7.0,23.0,5.0,,5.0,4.0,,4.0,3.0,,3.0,,,3.0,,,,,,,1.0,5.0,
367,كبة بلبنية,Kibbeh bi Laban,كبة نيئة أو مقلية، لبن زبادي مطبوخ، نشا، ثوم مهروس، نعناع مجفف,"raw or fried kibbeh balls, cooked yogurt, cornstarch, crushed garlic, dried mint",كبة مطبوخة في صوص اللبن الشامي البارد أو الساخن,Kibbeh balls cooked in thick garlicky yogurt sauce,لحوم,Meat,Medium,4.9,https://upload.wikimedia.org/wikipedia/commons/8/8a/Kibbeh_labanieh.jpg,225.0,12.0,14.0,16.0,1.0,4.0,,,,,,,,,,,,1.0,2.0,,2.0,2.0,,4.0
368,شيخ المحشي,Sheikh Al-Mahshi,باذنجان صغير، لحم مفروم، صنوبر، بهارات، صلصة طماطم,"baby eggplant, minced meat, pine nuts, spices, tomato sauce",باذنجان محشي لحم ومخبوز في الفرن – من أرقى الأطباق الدمشقية,Stuffed baby eggplant baked with meat and pine nuts – Damascus classic,لحوم,Meat,High,4.9,https://upload.wikimedia.org/wikipedia/commons/4/4e/Sheikh_al_mahshi.jpg,138.0,5.8,9.4,13.9,,4.0,,,,,,2.0,4.0,,2.0,,,,,,4.0,,,
369,يالنجي,Yalanji,ورق عنب، أرز، بصل، طماطم، بقدونس، نعناع، زيت زيتون، ليمون,"grape leaves, rice, onion, tomato, parsley, mint, olive oil, lemon",محاشي ورق عنب نباتي بالكامل من المطبخ الشامي الأصلي,Classic Levantine vegetarian stuffed grape leaves,نباتي,Vegetarian,Medium,4.8,https://upload.wikimedia.org/wikipedia/commons/7/7b/Yalanji.jpg,155.0,6.5,2.0,22.0,5.0,,,,,,,4.0,,1.0,,3.0,4.0,,,,,2.0,,
370,فتة باذنجان,Fattet Batinjan,خبز محمص، باذنجان مقلي، حمص، طحينة، زبادي، ثوم، رمان، لوز,"toasted bread, fried eggplant, chickpeas, tahini, yogurt, garlic, pomegranate, almonds",فتة شامية بالباذنجان المقلي والرمان – قليلًا ما تُعرف في مصر,Levantine eggplant fatteh with pomegranate – rare in Egypt,نباتي,Vegetarian,High,4.8,https://upload.wikimedia.org/wikipedia/commons/2/2f/Fattet_batinjan.jpg,177.0,4.7,9.8,22.8,,2.0,,,,,,4.0,,,,,2.0,,,,,4.0,5.0,
371,محمرة,Muhammara,فلفل أحمر مشوي، جوز، بقسماط، زيت زيتون، دبس رمان، كمون,"roasted red pepper, walnuts, breadcrumbs, olive oil, pomegranate molasses, cumin",معجون فلفل وجوز حار حلو من حلب,Spicy-sweet red pepper and walnut dip from Aleppo,نباتي,Vegetarian,Low,4.9,https://upload.wikimedia.org/wikipedia/commons/6/6d/Muhammara.jpg,95.0,5.0,3.0,10.0,,,,4.0,,,,,1.0,3.0,4.0,3.0,5.0,,,1.0,,,3.0,2.0
372,كبة حامض,Kibbeh Hamda,كبة نيئة، مرق ليمون، ثوم، كزبرة خضراء,"raw kibbeh balls, lemon broth, garlic, green coriander",شوربة كبة نيئة بالليمون والثوم – طبق حلبي شتوي أصيل,Aleppine sour lemon and kibbeh soup,لحوم,Meat,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/9/9f/Kibbeh_hamda.jpg,215.0,11.0,14.0,15.5,,4.0,1.0,4.0,1.0,,,3.0,5.0,,,,2.0,2.0,,4.0,3.0,,,
373,صفيحة بعلبكية,Safiha Baalbakieh,عجينة رقيقة، لحم مفروم، طماطم، بصل، دبس رمان، بهار,"thin dough, minced meat, tomato, onion, pomegranate molasses, spices",فطيرة لحم مفتوحة شهيرة في بعلبك والبقاع اللبناني,Open-faced meat pie from Baalbek region,لحوم,Meat,High,4.8,https://upload.wikimedia.org/wikipedia/commons/3/3a/Sfiha_baalbakieh.jpg,250.0,15.0,26.0,0.0,,,1.0,,,,,5.0,1.0,,,5.0,,1.0,,3.0,,,,2.0
374,مفركة بطاطس,Mfaraket Batata,بطاطس، بيض، ثوم، كزبرة خضراء، كمون، زيت زيتون,"potatoes, eggs, garlic, green coriander, cumin, olive oil",بطاطس مهروسة مع البيض والكزبرة – أكلة شامية منزلية بسيطة,Levantine scrambled potatoes with egg and coriander,نباتي,Vegetarian,Medium,4.6,https://upload.wikimedia.org/wikipedia/commons/1/1d/Mfaraket_patata.jpg,170.0,7.0,3.0,24.0,,,,,,4.0,3.0,,3.0,,,,3.0,3.0,,,,,,1.0
375,داوود باشا,Dawood Basha,كفتة لحم، بصل، صلصة طماطم، بهارات، صنوبر,"meat kofta balls, onion, tomato sauce, spices, pine nuts",كرات الكفتة في صلصة الطماطم مع الصنوبر – طبق دمشقي عثماني,Levantine meatballs in tomato sauce with pine nuts,لحوم,Meat,Medium,4.9,https://upload.wikimedia.org/wikipedia/commons/5/5e/Dawood_basha.jpg,230.0,14.0,18.0,9.0,,,,3.0,,5.0,,4.0,,3.0,,,5.0,,2.0,5.0,,5.0,,
376,مكدوس,Makdous,باذنجان صغير، جوز، فلفل أحمر، ثوم، زيت زيتون,"baby eggplant, walnuts, red pepper, garlic, olive oil",باذنجان محشي جوز ومخلل في زيت الزيتون,Stuffed pickled eggplant in olive oil,نباتي,Vegetarian,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/0/0a/Makdous.jpg,110.0,8.5,2.5,7.0,5.0,,,,1.0,,,1.0,5.0,2.0,,,5.0,,3.0,,1.0,,,
377,مكانيك,Makanek,لحم مفروم، صنوبر، كمون، قرنفل، قرفة، جوزة الطيب، مولاس رمان,"ground meat, pine nuts, cumin, cloves, cinnamon, nutmeg, pomegranate molasses",سجق عربي متبل بالتوابل ويقدم مع مولاس الرمان,Spiced Arabic sausage with pomegranate molasses,لحوم,Meat,High,4.8,https://upload.wikimedia.org/wikipedia/commons/1/1a/Makanek.jpg,217.0,11.2,27.3,0.0,,,,,,,,2.0,,4.0,,2.0,,,,,,,,
378,قريموطة,Qarymutah,برغل، خضار، ورق عنب,"bulgur, vegetables, grape leaves",برغل مطبوخ مع خضار وملفوف في ورق عنب,Bulgur cooked with vegetables wrapped in grape leaves,نباتي,Vegetarian,Medium,4.6,https://upload.wikimedia.org/wikipedia/commons/2/2b/Qarymutah.jpg,180.0,10.0,18.0,2.0,4.0,5.0,,2.0,,,,,3.0,3.0,5.0,2.0,4.0,,,2.0,1.0,1.0,,4.0
379,سماقية,Sumaghiyyeh,سماق، طحينة، سبانخ، لحم بقر، حمص,"sumac, tahini, chard, beef, chickpeas",حساء سماق مع لحم وسبانخ وطحينة,"Sumac stew with beef, chard and tahini",لحوم,Meat,High,4.9,https://upload.wikimedia.org/wikipedia/commons/3/3c/Sumaghiyyeh.jpg,217.0,11.2,27.3,0.0,,4.0,5.0,1.0,5.0,,5.0,,2.0,3.0,,5.0,1.0,,,,4.0,,4.0,
380,زبدية,Zibdieh,روبيان، زيت زيتون، ثوم، فلفل حار، طماطم,"shrimp, olive oil, garlic, hot peppers, tomatoes",روبيان مطبوخ في قدر طيني مع طماطم وتوابل,Shrimp baked in clay pot with tomatoes and spices,أسماك,Seafood,Medium,4.5,https://upload.wikimedia.org/wikipedia/commons/4/4d/Zibdieh.jpg,116.0,2.6,22.0,1.7,,5.0,2.0,,,,,,,2.0,,,,,,,1.0,,,3.0
381,كبة نيئة,Kibbeh Nayyeh,لحم نيء، برغل، بصل، نعناع، توابل,"raw meat, bulgur, onion, mint, spices",كبة نيئة متبلة مع برغل ونعناع,Raw spiced meat with bulgur and mint,لحوم,Meat,High,4.7,https://upload.wikimedia.org/wikipedia/commons/1/1b/Kibbeh_nayyeh.jpg,217.0,11.2,27.3,0.0,1.0,,,,,,3.0,,2.0,,4.0,,,,4.0,4.0,,,1.0,
382,شيشبرك,Shishbarak,عجينة، لحم مفروم، لبن، ثوم,"dough, ground meat, yogurt, garlic",عجين محشي لحم مطبوخ في صلصة لبن,Meat dumplings in yogurt sauce,لحوم,Meat,High,4.8,https://upload.wikimedia.org/wikipedia/commons/9/9e/Shishbarak.jpg,217.0,11.2,27.3,0.0,3.0,,,,1.0,,3.0,1.0,,,,,5.0,,,,4.0,,,5.0
384,مفتول,Maftoul,مفتول، دجاج، خضار، توابل,"large couscous, chicken, vegetables, spices",كوسكوس كبير مع دجاج وخضار,Large couscous with chicken and vegetables,دواجن,Poultry,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/5/5e/Maftoul.jpg,195.0,5.0,12.0,28.0,,,,,4.0,1.0,,3.0,,,,1.0,5.0,,1.0,,4.0,,,
391,شوربة سمك بالصلصة,Soup Fish with sauce,سمك، ملح، فلفل أسود، زيت، بصل، طماطم,"Fish, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سمك، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.,"An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",أسماك,Seafood,Medium,4.1,https://upload.wikimedia.org/wikipedia/commons/1/11/Grilled_fish.jpg,116.0,2.6,22.0,1.7,1.0,,,3.0,4.0,5.0,,,,2.0,,5.0,1.0,,,,,5.0,3.0,4.0
398,سلطة أرز في الفرن,Salad Rice in the oven,أرز، ملح، فلفل أسود، زيت، بصل، طماطم,"Rice, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Medium,3.8,https://upload.wikimedia.org/wikipedia/commons/2/22/Salad_plate.jpg,155.0,3.5,3.5,27.0,3.0,,,,5.0,4.0,,,,,,,4.0,2.0,,,,1.0,,
458,طاجن بطاطس سبايسي,Tagine Potato spicy,بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم,"Potato, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",نباتي,Vegetarian,Medium,4.2,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,155.0,5.5,3.0,24.0,1.0,,,,4.0,,,,,4.0,,2.0,,,4.0,3.0,,,,
